Rank,Player Name,Team,Pos,GP,MIN,Position Group,PTS,PTS_Grade,FG%,FG%_Grade,FT%,FT%_Grade,3P%,3P%_Grade,REB,REB_Grade,AST,AST_Grade,STL,STL_Grade,BLK,BLK_Grade,OVR_Grade
690,Sheldon Edwards Jr.,Loyola Chicago,G,29,27.0,G,11.9,86,41.9,80,85.7,89,37.9,86,3.3,82,1.9,79,0.8,78,0.0,71,81
691,Tyler Harris,Washington,G,29,30.6,G,11.9,86,49.6,92,70.6,76,48.3,98,5.0,94,0.3,67,0.9,80,1.1,99,86
692,Will Riley,Illinois,F,30,24.5,F,11.9,90,41.5,70,71.9,84,31.5,84,4.0,78,2.2,96,0.3,72,0.3,74,81
693,Daniel Rouzan,Bethune-Cookman,F,29,27.2,F,11.9,90,56.7,87,65.8,80,40.0,89,5.4,85,0.7,76,0.2,69,0.8,84,82
694,Tyreese Watson,UL Monroe,G,29,32.6,G,11.9,86,37.8,73,80.8,85,28.6,74,3.2,81,4.3,97,1.7,97,0.1,75,83
695,Mustapha Amzil,New Mexico,F,26,28.1,F,11.8,90,39.6,68,73.5,85,29.7,83,5.4,85,1.3,84,0.7,82,0.8,84,82
696,Kyler Filewich,Wofford,C,31,27.1,C,11.8,91,57.1,79,32.2,60,0.0,73,9.5,99,3.1,99,0.7,90,0.6,75,83
697,Chris Walker,Binghamton,G,30,30.8,G,11.8,86,46.5,87,73.5,79,45.8,95,4.0,87,2.4,83,0.7,76,0.3,84,84
698,Javon Jackson,UIC,G,30,25.7,G,11.8,86,39.1,75,82.0,86,31.3,78,1.9,72,2.7,85,1.6,94,0.1,75,81
699,Camryn Weston,Middle Tennessee,G,29,27.0,G,11.8,86,40.8,78,73.3,79,28.6,74,3.7,85,3.5,91,1.1,84,0.1,75,81
700,Myles Rigsby,Troy,F,29,27.5,F,11.8,90,45.7,75,78.4,89,27.5,81,4.1,79,1.4,85,1.6,99,0.6,80,84
701,Tyrese Proctor,Duke,G,28,29.1,G,11.8,86,43.7,83,75.5,80,40.8,89,3.2,81,2.3,82,0.8,78,0.1,75,81
702,Christian Ings,Norfolk State,G,27,26.7,G,11.8,86,49.8,93,73.7,79,50.0,99,1.8,72,3.3,90,0.8,78,0.1,75,84
703,Kooper Jacobi,Eastern Illinois,F,31,33.5,F,11.8,90,43.1,72,70.1,83,32.3,84,8.9,99,1.9,92,1.1,93,0.5,78,86
704,RaSheed Jones,Coastal Carolina,G,31,30.9,G,11.8,86,38.9,75,80.0,84,34.8,82,3.9,86,2.1,81,0.7,76,0.2,80,81
705,Corey Stephenson,Cal State Bakersfield,G,30,26.1,G,11.8,86,46.2,87,81.2,85,45.5,95,5.6,98,1.2,74,1.1,84,0.2,80,86
706,Grant Nelson,Alabama,F,29,26.2,F,11.8,90,53.0,83,67.2,81,25.0,80,8.0,97,1.7,89,0.4,74,1.3,95,86
707,Alvaro Cardenas,Boise State,G,29,34.7,G,11.8,86,44.4,84,73.9,79,33.9,81,3.3,82,6.9,99,1.5,92,0.0,71,84
708,Marcus Kell,Western Carolina,F,29,24.7,F,11.8,90,46.4,76,78.2,89,38.7,88,5.4,85,0.7,76,0.5,77,0.9,86,83
709,Cliff Davis,UT Rio Grande Valley,G,29,30.3,G,11.8,86,37.7,73,58.8,66,36.7,84,4.6,91,2.0,80,1.1,84,0.1,75,79
710,Kobe Julien,Arkansas State,F,27,28.3,F,11.8,90,37.5,66,72.4,84,26.3,81,5.4,85,1.6,88,1.4,99,0.8,84,84
711,Byron Ireland,Nicholls,G,27,27.6,G,11.8,86,41.2,79,71.4,77,33.3,80,3.3,82,2.6,85,0.9,80,0.2,80,81
712,Emanuel Sharp,Houston,G,26,26.3,G,11.8,86,43.4,82,90.7,93,42.3,91,2.8,78,1.0,73,1.4,90,0.0,71,83
713,Latrell Davis,San Jose State,G,30,24.7,G,11.8,86,48.1,90,66.4,73,41.1,90,3.1,81,1.5,76,0.6,74,0.0,71,80
714,Marchelus Avery,Oklahoma State,F,29,22.3,F,11.8,90,43.5,73,72.1,84,35.6,86,4.6,81,1.3,84,0.8,85,0.6,80,82
715,Javan Simmons,Toledo,F,29,28.7,F,11.8,90,53.8,84,73.0,85,0.0,66,6.7,91,2.3,97,0.6,80,0.6,80,84
716,Gytis Nemeiksa,Hawaii,F,29,22.6,F,11.8,90,47.3,77,77.8,88,29.2,82,5.8,87,1.0,80,0.5,77,0.5,78,82
717,Vasean Allette,TCU,G,29,29.0,G,11.8,86,38.1,74,75.3,80,22.7,67,4.1,87,3.6,92,1.2,86,0.2,80,81
718,Drake Dobbs,Stonehill,G,31,28.5,G,11.7,86,52.5,97,88.0,91,45.6,95,2.7,78,3.6,92,0.5,71,0.1,75,85
719,Colby Garland,Longwood,G,31,29.2,G,11.7,86,47.1,88,84.2,88,34.9,82,2.7,78,4.3,97,0.9,80,0.1,75,84
720,Marcus Boykin,Sam Houston,G,23,28.6,G,11.7,86,42.5,81,79.4,84,32.7,79,4.0,87,4.8,99,1.5,92,0.3,84,86
721,Ahmad Henderson II,UIC,G,30,24.4,G,11.7,86,40.9,78,90.4,93,33.6,80,2.7,78,2.6,85,1.3,88,0.0,71,82
722,Chibuzo Agbo,Southern California,G,29,32.1,G,11.7,86,40.9,78,85.5,89,38.9,87,4.3,89,1.2,74,1.0,82,0.2,80,83
723,Justin Neely,Albany,F,29,25.7,F,11.7,89,49.8,80,78.3,89,22.6,79,7.2,94,1.5,86,0.7,82,0.2,71,83
724,Brendan Hausen,Kansas State,G,29,27.7,G,11.7,86,40.3,77,83.3,87,40.2,89,2.5,76,1.0,73,0.6,74,0.1,75,79
725,Eian Elmer,Miami (OH),F,28,27.6,F,11.7,89,48.2,78,67.4,81,40.2,89,4.9,82,1.3,84,1.5,99,0.8,84,85
726,Gyasi Powell,Lipscomb,G,31,31.1,G,11.7,86,41.4,79,92.7,95,37.4,85,3.7,85,1.5,76,1.1,84,0.1,75,83
727,Daniel Ortiz,North Alabama,G,31,27.7,G,11.7,86,33.2,66,70.7,76,32.7,79,2.5,76,0.8,71,1.1,84,0.1,75,76
728,Marcus Hill,NC State,G,29,27.9,G,11.7,86,45.9,86,73.5,79,21.6,66,3.8,85,1.6,77,0.8,78,0.1,75,79
729,Josh Massey,Stetson,F,32,25.1,F,11.7,89,52.8,83,79.0,89,37.0,87,4.9,82,1.3,84,0.4,74,0.5,78,83
730,Robby Carmody,Le Moyne,G,24,25.9,G,11.7,86,44.7,84,80.0,84,38.8,87,2.5,76,1.1,73,0.9,80,0.3,84,81
731,Micah Thomas,Northwestern State,G,30,25.6,G,11.7,86,41.6,79,90.0,93,39.0,87,2.0,73,1.4,76,0.8,78,0.0,71,80
732,Kalen Garry,South Dakota State,G,30,28.7,G,11.7,86,42.3,80,73.6,79,35.7,83,3.8,85,2.6,85,0.9,80,0.1,75,81
733,Markhi Strickland,Western Michigan,G,29,30.0,G,11.7,86,49.0,91,50.5,60,28.6,74,3.7,85,1.2,74,1.2,86,0.2,80,79
734,Jordan Sears,Louisiana State,G,29,25.6,G,11.7,86,36.3,71,86.6,90,31.0,77,2.8,78,2.6,85,1.4,90,0.2,80,82
735,Lu'Cye Patterson,Minnesota,G,29,33.1,G,11.7,86,37.1,72,75.6,80,27.0,72,3.7,85,3.3,90,0.9,80,0.2,80,80
736,Michael Gray Jr.,Nicholls,G,26,23.1,G,11.7,86,43.4,82,81.0,85,41.4,90,2.6,77,0.7,70,0.7,76,0.2,80,80
737,Duncan Powell,Georgia Tech,F,28,28.3,F,11.6,89,44.4,74,69.6,82,36.9,87,5.4,85,0.8,77,0.7,82,0.4,76,81
738,Khristian Lander,Western Kentucky,G,25,25.9,G,11.6,86,41.7,79,80.8,85,35.2,82,3.8,85,1.8,79,1.0,82,0.2,80,82
739,Trey Thomas,Bowling Green,G,25,30.5,G,11.6,86,38.5,74,75.0,80,35.5,83,2.5,76,2.2,82,1.0,82,0.1,75,79
740,Alex Crawford,Fresno State,F,27,31.9,F,11.6,89,50.2,80,70.0,83,30.2,83,4.0,78,1.3,84,0.9,88,0.8,84,83
741,Artese Stapleton,Eastern Illinois,G,24,29.0,G,11.6,86,41.9,80,73.2,78,34.0,81,3.3,82,2.7,85,2.0,99,0.1,75,83
742,Joe Pridgen,Montana,G,30,27.7,G,11.6,86,63.2,99,56.2,64,25.0,70,6.9,99,1.3,75,0.8,78,0.8,99,83
743,Jordan Longino,Villanova,G,30,33.5,G,11.6,86,45.4,85,85.1,88,37.4,85,2.3,75,2.2,82,1.1,84,0.2,80,83
744,Khamari McGriff,UNC Wilmington,F,30,19.2,F,11.6,89,66.4,98,65.8,80,66.7,99,3.9,78,0.7,76,0.4,74,1.0,88,85
745,Will Johnston,Loyola Marymount,G,30,28.8,G,11.6,86,39.9,76,87.3,90,35.3,83,2.3,75,3.0,88,0.8,78,0.0,71,80
746,Elijah Lewis,Marist,G,27,30.5,G,11.6,86,41.3,79,82.9,87,26.5,72,4.8,92,1.9,79,0.7,76,0.4,89,82
747,Jaden Bradley,Arizona,G,29,33.7,G,11.6,86,45.0,85,82.2,86,27.0,72,3.4,83,3.8,94,2.0,99,0.1,75,85
748,Cameron Shockley-Okeke,Howard,F,29,26.1,F,11.6,89,45.6,75,64.5,79,39.3,88,3.1,74,1.0,80,0.4,74,0.3,74,79
749,Jamiya Neal,Creighton,G,29,33.1,G,11.6,86,44.5,84,60.0,67,29.8,76,6.1,99,4.2,97,0.9,80,0.7,99,86
750,Izaiah Pasha,Delaware,G,29,29.0,G,11.6,86,52.9,98,78.3,83,32.6,79,3.8,85,3.6,92,0.8,78,0.5,93,86
751,Brit Harris,USC Upstate,G,29,24.2,G,11.6,86,49.0,91,88.7,92,36.8,84,2.7,78,2.6,85,0.9,80,0.1,75,83
752,Zion Fruster,Eastern Illinois,G,28,29.8,G,11.6,86,40.6,78,76.7,81,35.0,82,3.1,81,1.2,74,1.0,82,0.1,75,79
753,Nate Kingz,Oregon State,G,30,27.3,G,11.6,86,50.6,94,84.3,88,44.3,94,2.5,76,1.7,78,0.8,78,0.5,93,85
754,Alejandro Vasquez,UAB,G,29,23.1,G,11.6,86,41.3,79,89.2,92,26.9,72,2.7,78,1.5,76,0.5,71,0.2,80,79
755,KeShawn Murphy,Mississippi State,F,29,24.0,F,11.6,89,56.8,87,60.3,76,16.7,75,7.6,95,1.7,89,0.8,85,1.2,93,86
756,Nicolas Louis-Jacques,Colgate,G,31,29.0,G,11.5,85,44.3,84,80.8,85,37.8,86,1.7,71,1.4,76,0.8,78,0.4,89,81
757,Ring Malith,SIU Edwardsville,F,31,31.1,F,11.5,89,39.7,68,76.0,87,31.7,84,7.3,94,1.4,85,0.9,88,0.7,82,84
758,Eric Dailey Jr.,UCLA,G,28,24.0,G,11.5,85,51.5,95,69.7,76,37.3,85,4.1,87,1.5,76,1.3,88,0.1,75,83
759,Nick Kern Jr.,Penn State,G,30,25.8,G,11.5,85,57.7,99,67.8,74,23.5,68,5.0,94,2.3,82,1.2,86,0.4,89,84
760,Zach Hicks,Penn State,F,30,31.8,F,11.5,89,46.7,76,79.7,90,40.6,89,4.8,82,2.1,94,1.0,91,0.5,78,86
761,Giancarlo Rosado,Charlotte,F,25,28.9,F,11.5,89,51.6,81,74.2,86,28.6,82,5.6,86,3.5,99,0.4,74,0.2,71,83
762,Lynn Kidd,Miami (FL),C,27,28.9,C,11.5,91,66.2,90,77.6,92,0.0,73,7.1,89,1.4,86,0.4,79,0.6,75,84
763,Miles Kelly,Auburn,G,29,27.6,G,11.5,85,43.1,82,90.0,93,41.1,90,3.8,85,1.0,73,1.0,82,0.4,89,84
764,Viktor Lakhin,Clemson,C,29,23.2,C,11.5,91,50.2,71,69.2,86,37.9,91,6.1,85,1.7,90,1.0,99,1.7,92,88
765,Jalen Lake,Colorado State,G,29,30.9,G,11.5,85,42.2,80,90.9,93,34.4,81,2.9,79,2.0,80,0.6,74,0.3,84,82
766,Taye Fields,North Alabama,G,31,28.9,G,11.5,85,55.3,99,75.3,80,38.5,86,8.5,99,3.5,91,1.5,92,1.0,99,91
767,Caleb Kenney,Holy Cross,F,30,27.4,F,11.5,89,53.8,84,63.0,78,0.0,66,4.8,82,1.3,84,0.7,82,0.9,86,81
768,Daniel Rivera,UMass,F,28,28.3,F,11.5,89,43.4,72,57.1,73,19.0,76,7.3,94,1.8,90,1.2,96,1.4,97,85
769,Isaiah Moses,UC Riverside,G,30,26.3,G,11.5,85,41.3,79,93.8,96,35.5,83,1.8,72,2.9,87,0.8,78,0.0,71,81
770,AJ Ferguson,Murray State,G,31,35.5,G,11.5,85,47.0,88,70.0,76,37.1,85,5.7,98,1.4,76,0.9,80,0.5,93,85
771,Jack Doumbia,Wright State,F,31,23.2,F,11.5,89,52.4,82,62.9,78,25.0,80,5.5,85,1.6,88,1.0,91,0.8,84,84
772,Jalen Cox,Colgate,G,29,28.4,G,11.5,85,48.8,91,78.8,83,25.4,70,4.4,90,3.9,94,1.7,97,0.1,75,85
773,Connor Withers,Bryant,F,30,34.0,F,11.5,89,39.1,68,83.1,92,33.7,85,5.4,85,3.0,99,1.6,99,1.5,99,89
774,AJ Smith,College of Charleston,G,28,25.4,G,11.5,85,43.8,83,76.0,81,23.2,68,3.2,81,0.8,71,0.7,76,0.0,71,77
775,Elijah Hutchins-Everett,James Madison,C,31,24.8,C,11.5,91,53.3,75,79.1,93,25.5,85,5.9,84,0.8,79,0.5,83,0.7,77,83
776,John Buggs III,East Tennessee State,G,25,30.1,G,11.4,85,42.2,80,74.2,79,41.1,90,2.4,76,1.4,76,0.7,76,0.1,75,79
777,Justin Hohn,UC Irvine,G,30,29.1,G,11.4,85,38.3,74,77.0,82,38.4,86,3.1,81,3.6,92,1.5,92,0.0,71,82
778,Scooter Williams Jr.,Texas A&M-Commerce,G,30,24.8,G,11.4,85,41.1,78,73.1,78,24.8,70,2.9,79,2.5,84,1.2,86,0.7,99,82
779,Joson Sanon,Arizona State,G,24,27.0,G,11.4,85,41.6,79,70.8,76,38.2,86,3.2,81,1.1,73,0.5,71,0.2,80,78
780,Kyler Vanderjagt,Central Michigan,G,29,27.6,G,11.4,85,48.5,91,78.4,83,39.8,88,2.2,74,1.2,74,1.0,82,0.1,75,81
781,Jalyke Gaines-Wyatt,Alcorn State,PG,27,28.6,PG,11.4,81,36.7,75,76.0,76,36.6,81,2.2,79,3.0,81,0.9,75,0.1,77,78
782,Zavian McLean,Florida Gulf Coast,G,31,29.1,G,11.4,85,54.0,99,62.8,70,34.8,82,4.2,88,1.9,79,0.9,80,0.2,80,82
783,Dylan Arnett,Cleveland State,F,31,28.5,F,11.4,89,63.1,94,61.8,77,0.0,66,7.4,94,1.5,86,0.8,85,1.3,95,85
784,Christian Coleman,UAB,F,29,26.9,F,11.4,89,52.8,83,68.1,81,0.0,66,7.3,94,1.4,85,0.9,88,0.8,84,83
785,Cord Stansberry,Western Carolina,G,29,29.9,G,11.4,85,38.4,74,92.2,94,31.7,78,3.8,85,1.6,77,0.9,80,0.1,75,81
786,Kristian Gonzalez,Idaho,G,29,25.3,G,11.4,85,44.6,84,81.5,85,35.9,83,2.6,77,1.2,74,0.6,74,0.2,80,80
787,Elijah Mahi,Santa Clara,F,29,23.9,F,11.4,89,48.4,78,66.7,80,45.7,92,4.2,79,2.6,99,0.7,82,0.3,74,84
788,Jaylen Smith,North Florida,G,32,27.5,G,11.4,85,41.4,79,68.2,74,34.6,82,2.1,74,5.7,99,1.3,88,0.1,75,82
789,Gerald Drumgoole Jr.,George Washington,G,30,26.8,G,11.4,85,34.6,68,72.4,78,30.0,76,2.8,78,1.2,74,0.8,78,0.3,84,77
790,Nolan Hickman,Gonzaga,G,31,29.9,G,11.4,85,48.7,91,95.0,97,44.4,94,2.6,77,2.2,82,1.0,82,0.3,84,86
791,Juwan Maxey,Youngstown State,G,31,25.8,G,11.3,85,37.8,73,78.4,83,34.3,81,2.5,76,2.2,82,0.7,76,0.1,75,78
792,Brendan Terry,Southeast Missouri State,F,31,23.0,F,11.3,88,66.8,98,69.0,82,100.0,99,4.3,80,1.3,84,1.3,99,0.7,82,89
793,J'Wan Roberts,Houston,F,28,30.5,F,11.3,88,51.6,81,64.0,78,0.0,66,6.3,89,1.8,90,0.9,88,0.8,84,83
794,Zoom Diallo,Washington,G,29,24.8,G,11.3,85,48.7,91,71.7,77,20.7,65,3.1,81,2.7,85,0.4,69,0.2,80,79
795,Kylan Boswell,Illinois,G,30,30.2,G,11.3,85,39.5,76,80.5,85,22.2,67,5.0,94,3.3,90,1.2,86,0.3,84,83
796,Jaron Rillie,Northern Colorado,G,30,31.9,G,11.3,85,48.8,91,83.3,87,39.0,87,5.5,97,4.7,99,1.0,82,0.1,75,87
797,Nendah Tarke,Towson,G,31,26.2,G,11.3,85,38.5,74,66.7,73,30.4,77,4.6,91,1.4,76,1.2,86,0.2,80,80
798,Kendal Coleman,California Baptist,F,28,25.5,F,11.3,88,51.9,82,73.2,85,37.5,87,8.4,99,0.7,76,0.3,72,0.6,80,83
799,Tru Washington,New Mexico,G,28,27.4,G,11.3,85,43.1,82,61.8,69,37.5,85,3.9,86,1.9,79,2.2,99,0.3,84,83
800,Kolton Mitchell,Idaho,G,30,30.2,G,11.3,85,42.1,80,90.5,93,36.7,84,2.5,76,3.5,91,1.5,92,0.0,71,84
801,Jamie Phillips Jr.,Stetson,G,25,30.0,G,11.2,85,45.1,85,71.1,77,36.8,84,4.2,88,2.0,80,0.6,74,0.1,75,81
802,Joe Anderson,Lipscomb,G,31,31.2,G,11.2,85,45.7,86,82.9,87,37.4,85,3.5,83,4.0,95,2.2,99,0.1,75,86
803,AJ McKee,Milwaukee,G,31,29.9,G,11.2,85,41.1,78,71.3,77,29.7,76,2.8,78,1.7,78,1.2,86,0.3,84,80
804,Nolan Minessale,Stonehill,G,31,26.5,G,11.2,85,56.0,99,73.3,79,29.2,75,3.7,85,2.1,81,1.1,84,1.1,99,85
805,Antwan Burnett,Grambling State,G,23,30.9,G,11.2,85,42.0,80,65.3,72,35.2,82,5.7,98,1.6,77,1.1,84,0.1,75,81
806,Omar Croskey,South Carolina State,G,28,23.4,G,11.2,85,41.0,78,69.0,75,36.2,84,3.6,84,1.3,75,1.2,86,0.1,75,80
807,Koby Brea,Kentucky,G,29,26.6,G,11.2,85,46.1,87,89.7,92,44.1,93,3.2,81,1.2,74,0.5,71,0.3,84,83
808,Gavin Walsh,Binghamton,F,29,32.9,F,11.2,88,43.1,72,62.8,77,29.0,82,10.9,99,1.8,90,0.9,88,0.3,74,83
809,Hayden Gray,UC San Diego,G,30,31.4,G,11.2,85,48.3,90,68.8,75,42.1,91,3.2,81,3.4,91,3.4,99,0.2,80,86
810,Trey Campbell,Northern Iowa,G,31,29.2,G,11.2,85,41.4,79,82.2,86,42.9,92,4.1,87,3.0,88,1.4,90,0.5,93,87
811,Isaac Jessup,Cal Poly,G,26,30.9,G,11.2,85,45.0,85,76.2,81,42.8,92,3.4,83,2.5,84,1.5,92,0.1,75,84
812,Caden Pierce,Princeton,F,27,32.0,F,11.2,88,45.6,75,66.2,80,32.4,84,7.4,94,3.2,99,1.0,91,0.3,74,85
813,Eddie Lampkin Jr.,Syracuse,C,29,29.9,C,11.2,90,57.0,79,62.8,81,40.0,92,9.6,99,2.3,98,0.4,79,0.5,74,86
814,Phillip Russell,VCU,G,29,23.9,G,11.2,85,41.2,79,81.3,85,36.1,84,1.7,71,2.3,82,1.2,86,0.0,71,80
815,Yuri Covington,UMass Lowell,G,30,28.4,G,11.2,85,41.9,80,86.8,90,34.5,82,3.9,86,1.3,75,0.5,71,0.2,80,81
816,Avery Brown,Columbia,G,26,27.5,G,11.2,85,38.4,74,77.5,82,23.4,68,2.0,73,2.8,86,1.1,84,0.3,84,79
817,Chad Moodie,Alabama A&M,F,27,27.9,F,11.1,88,53.7,84,41.7,62,0.0,66,6.0,88,1.4,85,0.8,85,1.8,99,82
818,Rylan Jones,Samford,G,31,28.3,G,11.1,84,44.5,84,75.0,80,40.7,89,3.4,83,5.1,99,1.6,94,0.1,75,86
819,Dillon Bailey,Wofford,G,31,28.4,G,11.1,84,40.5,77,82.1,86,33.5,80,2.4,76,1.5,76,0.8,78,0.0,71,78
820,Simas Lukosius,Cincinnati,G,27,27.5,G,11.1,84,39.6,76,79.6,84,35.8,83,3.0,80,2.2,82,0.9,80,0.0,71,80
821,Wesley Robinson,Manhattan,G,27,29.7,G,11.1,84,45.3,85,80.8,85,39.4,88,5.9,99,1.9,79,0.7,76,0.5,93,86
822,JoJo Moore,Oral Roberts,G,27,27.3,G,11.1,84,49.8,93,64.0,71,34.9,82,4.5,90,2.1,81,0.7,76,0.6,97,84
823,Dug McDaniel,Kansas State,G,28,31.7,G,11.1,84,38.3,74,68.3,74,26.3,72,2.7,78,4.9,99,1.7,97,0.0,71,81
824,Jayden Taylor,NC State,G,29,29.6,G,11.1,84,41.3,79,75.3,80,32.5,79,2.9,79,1.6,77,1.4,90,0.3,84,81
825,Dwayne Koroma,Le Moyne,F,30,28.4,F,11.1,88,70.6,99,46.8,66,35.7,86,7.2,94,2.0,93,1.3,99,0.2,71,87
826,MJ Thomas,New Orleans,F,30,28.4,F,11.1,88,48.3,78,69.7,82,0.0,66,7.9,97,1.1,81,0.9,88,0.8,84,83
827,LA Pratt,Northeastern,G,30,31.0,G,11.1,84,42.6,81,71.9,77,28.2,74,3.6,84,2.5,84,1.4,90,0.1,75,81
828,Brayden Fagbemi,Central Arkansas,G,30,32.8,G,11.1,84,37.2,72,81.0,85,28.4,74,4.1,87,4.7,99,1.5,92,0.0,71,83
829,Nikolaos Chitikoudis,North Carolina A&T,F,27,29.0,F,11.1,88,54.9,85,43.1,63,0.0,66,9.3,99,1.7,89,1.0,91,1.4,97,84
830,Kaden Gumbs,Texas State,G,27,30.4,G,11.1,84,45.1,85,86.8,90,38.2,86,3.4,83,4.1,96,1.5,92,0.2,80,87
831,Shaquil Bender,Manhattan,G,27,32.1,G,11.1,84,37.2,72,83.9,87,23.7,68,3.6,84,2.0,80,1.0,82,0.1,75,79
832,Ray Harrison,Grand Canyon,G,28,31.2,G,11.1,84,38.3,74,88.6,91,36.2,84,3.0,80,2.9,87,1.1,84,0.2,80,83
833,Mikale Stevenson,Grambling State,G,28,32.4,G,11.1,84,42.5,81,76.5,81,32.9,80,4.3,89,3.9,94,1.8,99,0.1,75,85
834,Stevie Mitchell,Marquette,G,29,26.2,G,11.1,84,49.8,93,73.9,79,37.7,85,4.1,87,1.7,78,2.4,99,0.1,75,85
835,Tahaad Pettiford,Auburn,G,29,21.6,G,11.1,84,42.9,81,81.8,86,37.0,85,1.9,72,2.9,87,1.0,82,0.1,75,81
836,Michael Osei-Bonsu,Missouri State,F,31,28.3,F,11.1,88,55.3,86,46.9,66,0.0,66,7.5,95,2.3,97,1.2,96,0.7,82,84
837,Jaemyn Brakefield,Ole Miss,F,29,23.0,F,11.0,88,49.1,79,71.4,84,33.3,85,4.6,81,1.9,92,0.7,82,0.3,74,83
838,Patrick McCaffery,Butler,F,29,32.6,F,11.0,88,42.0,71,88.0,96,39.7,88,4.6,81,1.5,86,0.3,72,0.2,71,81
839,Josh Odunowo,UMBC,F,29,27.4,F,11.0,88,57.0,87,59.1,75,0.0,66,5.2,84,2.2,96,1.2,96,0.8,84,84
840,Baba Miller,Florida Atlantic,F,29,29.9,F,11.0,88,48.2,78,65.3,79,35.4,86,6.9,92,2.6,99,0.8,85,1.7,99,88
841,AJ Allenspach,Army,F,30,26.3,F,11.0,88,69.9,99,68.0,81,100.0,99,7.2,94,1.3,84,0.6,80,0.3,74,87
842,Isaiah Johnson,Portland State,F,30,30.3,F,11.0,88,54.5,85,65.2,79,37.3,87,5.1,83,1.1,81,1.0,91,0.6,80,84
843,Kai Johnson,Montana,G,30,24.3,G,11.0,84,50.9,94,70.8,76,28.6,74,3.1,81,1.9,79,1.4,90,0.6,97,84
844,Daniel Abreu,Drake,F,30,34.9,F,11.0,88,45.7,75,81.4,91,37.2,87,3.4,75,1.0,80,1.0,91,0.6,80,83
845,Ileri Ayo-Faleye,Vermont,F,30,29.5,F,11.0,88,43.6,73,72.2,84,34.4,85,5.0,83,1.4,85,0.5,77,2.0,99,84
846,Jaden House,Rhode Island,G,28,27.0,G,11.0,84,46.4,87,81.6,86,25.4,70,3.0,80,1.4,76,0.5,71,0.0,71,78
847,Matthew Murrell,Ole Miss,G,25,29.9,G,11.0,84,43.1,82,79.7,84,33.0,80,3.4,83,2.0,80,1.8,99,0.2,80,84
848,Thomas Batties II,Harvard,F,26,32.6,F,11.0,88,44.5,74,72.9,85,38.4,88,5.0,83,1.8,90,0.8,85,1.6,99,86
849,Jaden Zimmerman,Quinnipiac,G,29,24.0,G,11.0,84,45.4,85,64.7,71,35.5,83,2.2,74,0.7,70,0.6,74,0.3,84,78
850,Caleb Williams,Lafayette,G,31,27.5,G,11.0,84,38.4,74,71.6,77,34.4,81,3.6,84,2.2,82,0.7,76,0.0,71,78
851,Noah Amenhauser,Coastal Carolina,C,30,22.2,C,11.0,89,56.8,79,63.8,82,50.0,96,5.9,84,0.8,79,0.3,76,0.8,78,82
852,Amari Williams,Kentucky,C,29,22.4,C,11.0,89,59.2,82,63.6,82,33.3,88,8.8,96,3.1,99,0.4,79,1.3,86,87
853,Jaeden Zackery,Clemson,G,29,35.1,G,11.0,84,45.2,85,83.1,87,35.5,83,3.3,82,3.3,90,1.9,99,0.1,75,85
854,Lajae Jones,St. Bonaventure,G,29,32.6,G,11.0,84,49.5,92,79.5,84,43.6,93,5.3,96,0.7,70,1.4,90,0.8,99,88
855,John Christofilis,Seattle U,G,28,26.4,G,11.0,84,34.9,68,89.3,92,30.1,76,2.3,75,0.5,69,0.4,69,0.1,75,76
856,Joshua Rivera,Fordham,F,28,25.6,F,11.0,88,45.1,74,53.3,71,31.7,84,4.3,80,1.1,81,0.6,80,0.3,74,79
857,Isaiah Griffin,Idaho State,F,28,30.3,F,11.0,88,39.5,68,62.8,77,25.3,80,3.9,78,0.7,76,0.5,77,0.2,71,76
858,Jase Richardson,Michigan State,G,28,23.7,G,11.0,84,52.0,96,86.8,90,39.2,87,3.0,80,1.9,79,0.8,78,0.3,84,84
859,Raysean Seamster,UT Arlington,F,28,25.3,F,11.0,88,53.6,84,48.7,67,35.1,86,4.8,82,1.3,84,1.0,91,0.7,82,83
860,Zawdie Jackson,New Mexico State,G,28,27.8,G,11.0,84,40.8,78,80.4,85,36.5,84,2.2,74,3.4,91,1.1,84,0.0,71,81
861,Armoni Zeigler,Saint Peter's,G,25,30.6,G,11.0,84,46.6,87,71.2,77,33.3,80,6.1,99,1.4,76,1.6,94,0.3,84,85
862,Jeremy Roach,Baylor,G,23,30.3,G,11.0,84,39.1,75,69.0,75,36.6,84,2.0,73,2.9,87,0.9,80,0.1,75,79
863,DQ Cole,Oakland,G,31,29.9,G,10.9,84,35.7,70,82.5,86,28.7,74,3.8,85,2.5,84,0.8,78,0.5,93,81
864,Kaleb Smith,UC Riverside,F,30,26.7,F,10.9,88,35.7,64,74.3,86,32.9,85,4.5,80,1.1,81,0.6,80,0.0,67,78
865,Josh Omojafo,Robert Morris,G,30,29.7,G,10.9,84,45.0,85,80.8,85,37.9,86,3.4,83,1.4,76,0.5,71,0.3,84,81
866,Robert Braswell IV,Charlotte,F,29,24.8,F,10.9,88,45.8,75,84.2,93,36.4,87,2.6,71,0.5,73,0.8,85,0.7,82,81
867,Keishon Porter,North Carolina Central,G,29,25.1,G,10.9,84,47.9,90,71.3,77,40.3,89,3.3,82,1.0,73,1.3,88,0.4,89,84
868,Perry Smith Jr.,North Carolina Central,F,29,27.1,F,10.9,88,60.6,91,50.6,69,0.0,66,5.8,87,0.4,72,0.7,82,0.6,80,79
